pdbid,-logKd/Ki,set
1h3c,6.51,general
1vwf,6.51,general
2jdh,6.51,refined
2jkt,6.51,general
2usn,6.51,refined
2wtc,6.51,general
2xjj,6.51,refined
2y56,6.51,general
3cj4,6.51,core
3gds,6.51,general
3hf8,6.51,refined
3hv4,6.51,general
3k5u,6.51,general
3r93,6.51,general
3wmc,6.51,refined
4bo9,6.51,general
4e3o,6.51,general
4fut,6.51,refined
4hlg,6.51,general
4nka,6.51,general
4zbi,6.51,refined
1alw,6.52,refined
1ct8,6.52,refined
1esz,6.52,general
1g74,6.52,refined
1gt4,6.52,general
1h28,6.52,general
1j80,6.52,general
1k3q,6.52,general
1k9s,6.52,refined
1m21,6.52,general
1mqh,6.52,general
1qy1,6.52,refined
1rsd,6.52,general
1w1d,6.52,general
1zhy,6.52,refined
2f9b,6.52,general
2fx8,6.52,general
2gz7,6.52,general
2h4g,6.52,refined
2ima,6.52,general
2jql,6.52,general
2nn7,6.52,refined
2nt7,6.52,refined
2ntf,6.52,general
2o4h,6.52,general
2off,6.52,general
2oxy,6.52,refined
2pfy,6.52,refined
2rc8,6.52,general
2v3e,6.52,general
2vev,6.52,general
2w0p,6.52,general
2w73,6.52,general
2x2k,6.52,general
2zft,6.52,refined
3bva,6.52,refined
3c10,6.52,general
3dx3,6.52,refined
3g2v,6.52,general
3hio,6.52,general
3hjo,6.52,general
3hzv,6.52,refined
3ljj,6.52,general
3o9p,6.52,refined
3p4q,6.52,general
3qkk,6.52,general
3rwf,6.52,general
3uo4,6.52,core
3zm6,6.52,general
4aig,6.52,general
4bo3,6.52,general
4bqx,6.52,general
4dko,6.52,refined
4dkr,6.52,refined
4ez5,6.52,general
4ezo,6.52,general
4fiv,6.52,general
4krs,6.52,general
4loj,6.52,general
4nj3,6.52,general
4og5,6.52,general
4pvt,6.52,general
4qme,6.52,general
4qps,6.52,general
4r0i,6.52,general
4rxd,6.52,general
4tzn,6.52,general
4tzq,6.52,general
4ydq,6.52,general
4zeb,6.52,refined
5al4,6.52,general
5est,6.52,general
2p7g,6.53,refined
3ama,6.53,refined
3wtj,6.53,core
3wtk,6.53,general
4mmf,6.53,general
4qvl,6.53,general
5a0e,6.53,general
5alm,6.53,general
1d3q,6.54,general
1drv,6.54,refined
1h39,6.54,general
1hvy,6.54,general
1o3l,6.54,refined
1vyz,6.54,general
1zz3,6.54,general
2evc,6.54,general
2h21,6.54,refined
2jdk,6.54,refined
2zfs,6.54,refined
2zhd,6.54,general
2zns,6.54,general
3b8z,6.54,general
3d0b,6.54,refined
3exf,6.54,general
3fuz,6.54,refined
3g4k,6.54,general
3hii,6.54,general
3jvs,6.54,core
3mxc,6.54,general
3piy,6.54,general
3pvu,6.54,general
3sl8,6.54,general
3sr4,6.54,refined
4a4v,6.54,refined
4aqh,6.54,refined
4btx,6.54,general
4ht2,6.54,refined
4leq,6.54,refined
4p0b,6.54,general
4pl3,6.54,general
4ps5,6.54,general
4pv5,6.54,refined
4u90,6.54,general
4uac,6.54,refined
4uu8,6.54,general
4w9k,6.54,refined
5cfa,6.54,general
5cqu,6.54,refined
1dhj,6.55,refined
1h3a,6.55,general
1hmr,6.55,refined
1hp5,6.55,refined
1n4h,6.55,refined
1q4k,6.55,general
1umw,6.55,general
1yc4,6.55,refined
1yda,6.55,refined
2bok,6.55,refined
2fgh,6.55,general
2i3v,6.55,refined
2uw6,6.55,general
2xxr,6.55,refined
3cho,6.55,general
3s0e,6.55,refined
4clb,6.55,general
4frj,6.55,general
4iue,6.55,refined
4k42,6.55,general
4o9s,6.55,general
4og3,6.55,refined
4qp8,6.55,general
4tkf,6.55,general
4x2s,6.55,general
2khh,6.56,general
2zq2,6.56,refined
4db7,6.56,refined
4kg1,6.56,general
4lbu,6.56,refined
4lnb,6.56,general
1ft4,6.57,general
1gzv,6.57,general
1sld,6.57,refined
1ujk,6.57,general
1wva,6.57,general
1y2c,6.57,general
1zub,6.57,general
2c6l,6.57,general
2cv3,6.57,general
2fqy,6.57,refined
2hzl,6.57,refined
2lbm,6.57,general
2m3z,6.57,general
2pwc,6.57,refined
2r9b,6.57,general
3cgf,6.57,general
3cm7,6.57,general
3il6,6.57,general
3lc5,6.57,general
3ove,6.57,refined
3qox,6.57,refined
3rbm,6.57,general
3sax,6.57,refined
3tfn,6.57,refined
3wci,6.57,general
4byj,6.57,general
4fs4,6.57,refined
4ge5,6.57,general
4jgv,6.57,general
4l0i,6.57,general
4la7,6.57,general
4mzo,6.57,general
4nnn,6.57,general
4x68,6.57,general
4zum,6.57,general
5aln,6.57,general
5er2,6.57,refined
5lpr,6.57,general
1k1i,6.58,core
2p7z,6.58,refined
3pb9,6.58,refined
3sd5,6.58,general
4cd4,6.58,refined
5em5,6.58,general
1b58,6.59,refined
1c2t,6.59,general
1c3e,6.59,refined
1fiv,6.59,refined
1hk3,6.59,general
1izi,6.59,refined
1mq1,6.59,general
1n7i,6.59,general
1qr3,6.59,general
2byh,6.59,general
2e91,6.59,refined
2pvh,6.59,refined
2pwr,6.59,refined
2v7d,6.59,general
2xzq,6.59,general
3gs6,6.59,refined
3kah,6.59,general
3kdt,6.59,general
3opr,6.59,general
3t8v,6.59,refined
3tl0,6.59,general
3uvn,6.59,general
3wcl,6.59,general
4bnz,6.59,general
4dea,6.59,general
4j51,6.59,general
4li0,6.59,general
4q3s,6.59,general
4qnb,6.59,refined
4rn0,6.59,general
4xas,6.59,refined
5akh,6.59,general
5ddd,6.59,general
5e0a,6.59,general
1ad8,6.6,general
1b38,6.6,refined
1d8e,6.6,general
1g7g,6.6,refined
1gwr,6.6,general
1jzs,6.6,refined
1kwr,6.6,general
1vot,6.6,general
1zpc,6.6,general
2a4z,6.6,general
2c5x,6.6,general
2c5y,6.6,general
2euk,6.6,refined
2f7p,6.6,refined
2gg2,6.6,general
2gg5,6.6,general
2gtk,6.6,general
2j4g,6.6,refined
2jdp,6.6,refined
2wly,6.6,refined
2xhx,6.6,general
2y77,6.6,general
3cwk,6.6,general
3dgl,6.6,general
3dln,6.6,refined
3ejs,6.6,general
3eju,6.6,general
3eyl,6.6,general
3ip6,6.6,refined
3jzp,6.6,general
3lxe,6.6,refined
3mpt,6.6,general
3tu1,6.6,general
3v3q,6.6,refined
4bib,6.6,general
4bie,6.6,general
4ci1,6.6,general
4dkq,6.6,refined
4efu,6.6,general
4f08,6.6,general
4h75,6.6,refined
4mr5,6.6,general
4mr6,6.6,refined
4oc1,6.6,refined
4pnk,6.6,general
4qk4,6.6,general
4qr4,6.6,general
4wpf,6.6,general
4x8o,6.6,refined
4xii,6.6,general
4ybi,6.6,general
4zzd,6.6,refined
5alk,6.6,general
3f7u,6.61,general
3kig,6.61,general
3mo2,6.61,general
3qpo,6.61,general
3rjm,6.61,general
4nnw,6.61,general
4qw3,6.61,general
5ai9,6.61,general
1afk,6.62,refined
1ii5,6.62,refined
1jd5,6.62,general
1kkq,6.62,general
1s3k,6.62,general
1soj,6.62,general
1tkz,6.62,general
1xnz,6.62,general
2cnf,6.62,general
2ews,6.62,refined
2j7b,6.62,refined
2jgs,6.62,refined
2vwc,6.62,refined
2vww,6.62,general
2w0j,6.62,general
2zb0,6.62,general
2zq1,6.62,general
3aav,6.62,general
3iu9,6.62,general
3ka2,6.62,general
3ljo,6.62,refined
3m93,6.62,general
3opm,6.62,general
3ozp,6.62,refined
3umx,6.62,general
4btk,6.62,refined
4er1,6.62,refined
4gfo,6.62,refined
4ixv,6.62,general
4mpn,6.62,refined
4rd0,6.62,refined
4txc,6.62,general
4unq,6.62,general
4x8n,6.62,general
4y94,6.62,general
8lpr,6.62,general
2exc,6.63,general
2qlq,6.63,general
2x7t,6.63,refined
2yfe,6.63,core
3arb,6.63,general
3f8f,6.63,refined
3os3,6.63,general
3wf8,6.63,general
4eyr,6.63,general
4jg1,6.63,general
4k77,6.63,core
4l0v,6.63,general
4lyw,6.63,refined
4nw7,6.63,general
4pv7,6.63,general
4rsc,6.63,general
4xip,6.63,refined
4xrq,6.63,general
1lcp,6.64,refined
1sln,6.64,refined
1tmm,6.64,general
2b1g,6.64,refined
2d3z,6.64,refined
2gej,6.64,general
2h96,6.64,general
2jdo,6.64,general
2kpl,6.64,general
2oi3,6.64,general
2srt,6.64,general
2wap,6.64,general
2wbd,6.64,general
2wi6,6.64,general
2za0,6.64,refined
3b26,6.64,refined
3cf1,6.64,general
3eoc,6.64,general
3fee,6.64,refined
3g76,6.64,general
3zy5,6.64,general
4cc6,6.64,general
4e8z,6.64,general
4io8,6.64,general
4jit,6.64,general
4rxe,6.64,general
5abp,6.64,general
2j75,6.65,refined
2pre,6.65,general
3eio,6.65,general
3mzc,6.65,refined
3zpr,6.65,general
4hww,6.65,general
4yha,6.65,refined
1a4r,6.66,refined
1cps,6.66,refined
1elc,6.66,refined
1h3h,6.66,general
1o3p,6.66,refined
1pxp,6.66,refined
1wur,6.66,refined
2c5n,6.66,general
2c8x,6.66,general
2j7w,6.66,general
2v5x,6.66,general
2vx1,6.66,general
2xj7,6.66,core
2y5k,6.66,general
2yz3,6.66,refined
2zm1,6.66,general
3iej,6.66,general
3lnj,6.66,general
3lp2,6.66,general
3ow6,6.66,general
3pwd,6.66,refined
3shv,6.66,general
3uat,6.66,general
3zj6,6.66,refined
4bjb,6.66,general
4e96,6.66,general
4izm,6.66,general
4j08,6.66,general
4jr3,6.66,general
4jv6,6.66,refined
4ps1,6.66,general
4v27,6.66,refined
4z2g,6.66,general
4z7h,6.66,general
4zjw,6.66,general
2etm,6.67,general
3ew2,6.67,general
3g19,6.67,refined
4yl1,6.67,general
5aad,6.67,general
5cav,6.67,general
1bdr,6.68,general
1c5x,6.68,refined
1mai,6.68,refined
1oiu,6.68,general
1zeo,6.68,general
2cm7,6.68,general
2fqw,6.68,refined
2iwx,6.68,core
2of2,6.68,general
2ony,6.68,general
2qbs,6.68,refined
2qp6,6.68,general
2rcu,6.68,general
2wf0,6.68,general
2wtd,6.68,general
3dab,6.68,general
3ddq,6.68,general
3fhr,6.68,general
3ie3,6.68,refined
3lpf,6.68,general
3o75,6.68,refined
3qa2,6.68,general
3su1,6.68,refined
3ttj,6.68,general
3ws8,6.68,general
3zhx,6.68,refined
4acm,6.68,general
4ca8,6.68,refined
4ew2,6.68,refined
4h39,6.68,general
4h4e,6.68,general
4l2g,6.68,general
4q6r,6.68,general
4rrs,6.68,general
4ttv,6.68,general
4wpn,6.68,general
2jew,6.69,refined
2xn5,6.69,refined
3wf7,6.69,general
4b4m,6.69,general
4d8i,6.69,general
4mm6,6.69,general
5alf,6.69,general
1a09,6.7,general
1a50,6.7,general
1b0h,6.7,refined
1b3g,6.7,refined
1dfo,6.7,refined
1eld,6.7,refined
1f3e,6.7,refined
1fo3,6.7,general
1gca,6.7,general
1hp0,6.7,general
1i7i,6.7,general
1jq3,6.7,general
1ke3,6.7,general
1kf6,6.7,general
1koj,6.7,refined
1lfo,6.7,general
1mwn,6.7,general
1nki,6.7,refined
1nms,6.7,general
1p10,6.7,general
1qy5,6.7,general
1rdt,6.7,general
1rek,6.7,general
1unl,6.7,general
1xdd,6.7,general
1xr8,6.7,general
1z6q,6.7,general
2a5s,6.7,refined
2emt,6.7,general
2eum,6.7,refined
2evl,6.7,refined
2fwy,6.7,general
2is0,6.7,general
2j2i,6.7,general
2kup,6.7,general
2lcs,6.7,general
2lkk,6.7,general
2ow0,6.7,general
2oxx,6.7,refined
2py4,6.7,refined
2va7,6.7,general
2x7d,6.7,general
2xx5,6.7,general
3c7n,6.7,general
3eko,6.7,refined
3hzk,6.7,refined
3ipb,6.7,general
3k3b,6.7,general
3mb7,6.7,general
3mhi,6.7,refined
3oyl,6.7,general
3pck,6.7,refined
3pgu,6.7,refined
3rk7,6.7,general
3sff,6.7,general
3t60,6.7,refined
3t64,6.7,refined
3upf,6.7,general
3zs0,6.7,general
4apr,6.7,general
4azy,6.7,general
4bo0,6.7,general
4ewn,6.7,refined
4f09,6.7,core
4fns,6.7,general
4hy0,6.7,general
4io2,6.7,refined
4jjs,6.7,general
4jyc,6.7,refined
4jz1,6.7,refined
4k4f,6.7,general
4lh5,6.7,general
4lkj,6.7,general
4m13,6.7,refined
4m14,6.7,refined
4m7b,6.7,general
4mex,6.7,general
4mw2,6.7,general
4o1l,6.7,general
4o2p,6.7,refined
4os2,6.7,general
4pyv,6.7,general
4qhc,6.7,refined
4qta,6.7,general
4qtb,6.7,general
4tzm,6.7,general
4u5t,6.7,general
4uit,6.7,general
4uns,6.7,general
5ar4,6.7,general
5dhj,6.7,general
1w82,6.71,general
2f94,6.71,refined
4cd5,6.71,refined
4jrg,6.71,general
4og6,6.71,general
1n4m,6.72,general
1ov3,6.72,general
1rbp,6.72,refined
2f3f,6.72,general
2jdu,6.72,refined
2pjl,6.72,general
2rt5,6.72,general
2vpn,6.72,refined
2w3o,6.72,general
2x8i,6.72,general
2xc0,6.72,refined
2xne,6.72,general
2zz6,6.72,general
3aqt,6.72,refined
3bm9,6.72,general
3bxz,6.72,general
3diw,6.72,general
3fun,6.72,general
3g7l,6.72,general
3gst,6.72,refined
3kyr,6.72,general
3l4v,6.72,refined
3l4z,6.72,refined
4bb4,6.72,general
4djv,6.72,core
4dv9,6.72,general
4dvi,6.72,general
4flp,6.72,refined
4h58,6.72,general
4i73,6.72,general
4i74,6.72,refined
4lwc,6.72,general
4o0a,6.72,refined
4q4e,6.72,general
4raq,6.72,general
4uia,6.72,general
4xv9,6.72,general
5e1m,6.72,general
5fwg,6.72,general
1jld,6.73,general
1o6h,6.73,general
1wvj,6.73,refined
1x7q,6.73,general
2cma,6.73,general
2q8s,6.73,general
4a51,6.73,general
4kby,6.73,general
4mx0,6.73,general
4pum,6.73,refined
4r5b,6.73,refined
4w9h,6.73,core
5aly,6.73,general
5am6,6.73,refined
1add,6.74,refined
1r5h,6.74,general
1tmb,6.74,general
1usi,6.74,refined
2azc,6.74,general
2p3d,6.74,general
2pax,6.74,general
2uzd,6.74,general
2vex,6.74,general
2vj9,6.74,general
2wxf,6.74,general
2x91,6.74,refined
2x9e,6.74,general
2zc9,6.74,refined
2zgx,6.74,refined
3anq,6.74,general
3dgo,6.74,refined
3fh8,6.74,general
3fzy,6.74,refined
3heg,6.74,general
3hng,6.74,general
3m67,6.74,refined
3mv5,6.74,general
3n6k,6.74,general
3oim,6.74,refined
3pdh,6.74,general
3pdq,6.74,general
3q6s,6.74,general
3r21,6.74,general
3s0n,6.74,general
3wav,6.74,general
3zm5,6.74,general
4bo6,6.74,general
4ca6,6.74,refined
4cy1,6.74,general
4ew3,6.74,refined
4f9y,6.74,refined
4hwr,6.74,general
4j0t,6.74,general
4lg6,6.74,general
4lxz,6.74,refined
4oyk,6.74,general
4p4e,6.74,general
4rxz,6.74,general
4wlb,6.74,general
4wmu,6.74,general
4ylk,6.74,general
4zpf,6.74,general
1cx9,6.75,general
1h5u,6.75,general
3ekq,6.75,general
3ikd,6.75,refined
4ci2,6.75,general
4cwt,6.75,refined
1rw8,6.76,general
1w22,6.76,general
2on6,6.76,refined
3ard,6.76,general
4b4g,6.76,general
4dce,6.76,general
4fn5,6.76,general
4hlc,6.76,general
4jg0,6.76,general
4jzf,6.76,general
1bkj,6.77,general
1bzh,6.77,general
1hk2,6.77,general
1mqd,6.77,general
1ms7,6.77,general
1o30,6.77,refined
1o3j,6.77,refined
1o3k,6.77,general
1om1,6.77,refined
1ony,6.77,refined
1qb1,6.77,refined
1y19,6.77,general
2c1a,6.77,general
2hyy,6.77,general
2jdt,6.77,general
2piz,6.77,general
2vo7,6.77,general
2w10,6.77,general
2x2m,6.77,general
2xb9,6.77,general
3evf,6.77,general
3fas,6.77,refined
3fvn,6.77,refined
3gjt,6.77,general
3ine,6.77,general
3m40,6.77,refined
3zcz,6.77,general
4cwp,6.77,refined
4gj7,6.77,general
4hlm,6.77,general
4i10,6.77,general
4j8t,6.77,general
4loi,6.77,refined
4nzo,6.77,general
4p4f,6.77,general
4x48,6.77,refined
4x63,6.77,general
4zup,6.77,general
5c26,6.77,general
3fal,6.78,general
3gcu,6.78,refined
3kyf,6.78,general
3l9l,6.78,general
4hnp,6.78,general
4kqo,6.78,general
4wy7,6.78,general
5ahu,6.78,general
2rcb,6.79,refined
3su0,6.79,refined
4i9s,6.79,general
4l31,6.79,general
4ogj,6.79,core
4wkv,6.79,general
4xnv,6.79,general
1bl6,6.8,general
1fl3,6.8,refined
1mkd,6.8,general
1nq7,6.8,refined
1okx,6.8,general
1p1n,6.8,core
1ttv,6.8,general
1ung,6.8,general
1y2e,6.8,general
2ai8,6.8,general
2i0v,6.8,general
2xhm,6.8,refined
2xm8,6.8,general
2xnm,6.8,general
2xu3,6.8,general
3c4c,6.8,general
3c88,6.8,refined
3d94,6.8,general
3fui,6.8,general
3fv8,6.8,general
3fx6,6.8,refined
3ihz,6.8,general
3kc3,6.8,general
3mbp,6.8,general
3qcq,6.8,general
3qn7,6.8,general
3s2v,6.8,refined
3sdk,6.8,general
3t03,6.8,general
3uib,6.8,general
3uvk,6.8,general
3zke,6.8,general
3zrl,6.8,general
4aro,6.8,general
4er4,6.8,general
4g2f,6.8,general
4j0a,6.8,general
4l7f,6.8,general
4lkg,6.8,general
4nze,6.8,refined
4u0s,6.8,general
4wno,6.8,general
4xt9,6.8,general
4yoz,6.8,general
5a83,6.8,general
5c83,6.8,general
2f3e,6.81,general
2uwp,6.81,refined
3bc3,6.81,general
3mo0,6.81,general
4ci3,6.81,general
4eqf,6.81,general
4m48,6.81,general
5cnm,6.81,general
1db5,6.82,general
1drk,6.82,refined
1fhd,6.82,refined
1fsy,6.82,general
1hgt,6.82,general
1jeu,6.82,refined
1k1n,6.82,refined
1lrh,6.82,refined
1n7t,6.82,general
1nnu,6.82,general
1o37,6.82,general
1o38,6.82,refined
1pmv,6.82,general
1s9t,6.82,general
1tr7,6.82,general
1uwf,6.82,refined
1xh7,6.82,general
2ath,6.82,general
2b1i,6.82,refined
2c94,6.82,refined
2d41,6.82,general
2etk,6.82,general
2etr,6.82,general
2g97,6.82,general
2jk9,6.82,general
2oxd,6.82,refined
2pym,6.82,refined
2r9s,6.82,general
2rfh,6.82,refined
2v5a,6.82,general
2v8w,6.82,refined
2wk2,6.82,general
2xyd,6.82,refined
2y1d,6.82,general
2ydi,6.82,general
2zq0,6.82,refined
3cqu,6.82,general
3dnj,6.82,general
3dx2,6.82,core
3ipe,6.82,general
3kb3,6.82,general
3kwn,6.82,general
3m3x,6.82,refined
3n5e,6.82,general
3ncg,6.82,general
3qbh,6.82,general
3s75,6.82,refined
3s9t,6.82,refined
3t5i,6.82,general
3tdz,6.82,general
3ufl,6.82,general
3uix,6.82,general
3vf8,6.82,general
3wzp,6.82,general
4c8r,6.82,general
4cku,6.82,general
4gkc,6.82,general
4gy5,6.82,general
4h4d,6.82,general
4lm5,6.82,general
4n3r,6.82,general
4nue,6.82,refined
4oew,6.82,general
4ow0,6.82,general
4qy3,6.82,refined
4w9s,6.82,general
5aku,6.82,general
1htf,6.83,general
1tze,6.83,general
2gnh,6.83,general
2xnb,6.83,core
3deh,6.83,general
3e6v,6.83,general
3kvx,6.83,general
3zo4,6.83,general
4bcq,6.83,general
4o91,6.83,general
4u91,6.83,general
1bhx,6.84,refined
1me4,6.84,general
2hxq,6.84,general
2y5g,6.84,refined
3du8,6.84,general
3ewj,6.84,refined
3lco,6.84,general
3qio,6.84,general
4kn1,6.84,refined
4l0s,6.84,general
4l32,6.84,general
4pul,6.84,general
5cep,6.84,refined
5cnj,6.84,general
1bap,6.85,general
1ele,6.85,refined
1g30,6.85,refined
1h3b,6.85,general
1lkk,6.85,refined
1os5,6.85,refined
1q72,6.85,refined
1qyg,6.85,refined
1rv1,6.85,general
1sqc,6.85,general
1tvo,6.85,general
1xk9,6.85,refined
1xt8,6.85,refined
1yw2,6.85,general
2axi,6.85,general
2cbr,6.85,general
2fjm,6.85,general
2iw6,6.85,general
2vgp,6.85,general
2vto,6.85,general
2vtq,6.85,general
2yc3,6.85,general
3emh,6.85,general
3f5p,6.85,general
3g42,6.85,general
3h3c,6.85,general
3iet,6.85,general
3n76,6.85,core
3pn4,6.85,refined
3pz3,6.85,general
3qo2,6.85,general
3rul,6.85,general
3s8o,6.85,refined
3voz,6.85,general
3wcg,6.85,general
4b8p,6.85,general
4d85,6.85,general
4g16,6.85,general
4gye,6.85,general
4hki,6.85,general
4k3h,6.85,refined
4nzm,6.85,general
4ool,6.85,general
4qtn,6.85,general
4tkg,6.85,general
4w9q,6.85,general
4x9w,6.85,general
4ybm,6.85,general
5d7c,6.85,general
2vd1,6.86,general
3aid,6.86,refined
3pyy,6.86,core
1cgl,6.87,refined
2zcr,6.87,core
3c94,6.87,general
3mo5,6.87,general
3qin,6.87,refined
3tmk,6.87,refined
4mhz,6.87,refined
4re4,6.87,refined
4rvr,6.87,refined
4x1s,6.87,general
1i3z,6.88,general
1xka,6.88,refined
2c6n,6.88,general
3oe5,6.88,core
3u3u,6.88,refined
4bco,6.88,refined
4j4n,6.88,general
4k43,6.88,general
4n4s,6.88,general
4uvc,6.88,general
4wvl,6.88,general
1b3f,6.89,refined
1fh8,6.89,refined
1jev,6.89,refined
1qhr,6.89,general
1sb1,6.89,refined
1uz1,6.89,refined
1v0p,6.89,general
1vr1,6.89,general
1wqv,6.89,general
2bfq,6.89,refined
2dri,6.89,refined
2e92,6.89,refined
2f34,6.89,refined
2gvz,6.89,general
2iu0,6.89,general
2jnp,6.89,general
2r3w,6.89,refined
2vk2,6.89,refined
2wks,6.89,general
2x38,6.89,general
2xu5,6.89,general
2y57,6.89,general
2yiu,6.89,general
2ym7,6.89,general
2yol,6.89,general
3f0r,6.89,general
3fvg,6.89,general
3fxz,6.89,general
3hu1,6.89,general
3hu3,6.89,refined
3jya,6.89,core
3kvw,6.89,general
3l4x,6.89,refined
3ljt,6.89,general
3psl,6.89,general
3py0,6.89,general
3py1,6.89,general
3qip,6.89,general
3r4n,6.89,refined
3rak,6.89,general
3tib,6.89,general
3vsw,6.89,general
3zrk,6.89,general
3zrm,6.89,general
4al4,6.89,general
4awk,6.89,general
4bo4,6.89,general
4dvf,6.89,general
4g4p,6.89,refined
4hn2,6.89,general
4ks5,6.89,general
4o76,6.89,general
4op1,6.89,general
4x8v,6.89,refined
4yik,6.89,refined
4yw7,6.89,general
4zuq,6.89,general
1k1l,6.9,refined
2hwo,6.9,general
2p3g,6.9,general
2w6n,6.9,general
3a2c,6.9,general
3cow,6.9,refined
3dy6,6.9,general
3gbb,6.9,core
3qo3,6.9,general
3uyr,6.9,refined
4fz6,6.9,general
4j4o,6.9,general
4rh5,6.9,general
4vgc,6.9,general
4zzx,6.9,refined
1yuc,6.91,general
2hha,6.91,general
2ito,6.91,general
3evc,6.91,general
3evd,6.91,refined
3kbz,6.91,general
3wde,6.91,general
4bcm,6.91,refined
4jx7,6.91,general
5can,6.91,general
1a37,6.92,general
1a9m,6.92,refined
1b39,6.92,general
1d4w,6.92,general
1jbd,6.92,general
1k6v,6.92,refined
1m9n,6.92,general
1o2j,6.92,refined
1o2k,6.92,general
1o4a,6.92,general
1ph0,6.92,general
1pkx,6.92,refined
1swr,6.92,refined
1vj5,6.92,general
2a3x,6.92,general
2d3u,6.92,refined
2foy,6.92,general
2g78,6.92,general
2g79,6.92,general
2o9j,6.92,general
2oa0,6.92,general
2uy0,6.92,refined
2uzb,6.92,general
2xcn,6.92,general
3bl0,6.92,refined
3bu8,6.92,general
3ccn,6.92,general
3cwe,6.92,general
3e7o,6.92,general
3ej1,6.92,general
3ipx,6.92,general
3jpv,6.92,general
3kl8,6.92,general
3lir,6.92,refined
3lok,6.92,general
3lp1,6.92,general
3lpj,6.92,general
3r04,6.92,general
3r0i,6.92,general
3r1v,6.92,refined
3rz9,6.92,general
3u6w,6.92,general
3uex,6.92,core
3wdz,6.92,general
3wfg,6.92,general
3wto,6.92,refined
4bfy,6.92,general
4bo8,6.92,general
4gsy,6.92,general
4i47,6.92,general
4imz,6.92,general
4jg7,6.92,general
4k10,6.92,general
4na4,6.92,general
4pgd,6.92,general
4po0,6.92,general
4pz5,6.92,general
4qtl,6.92,refined
4tn2,6.92,general
4u0e,6.92,general
4wm9,6.92,general
4wwp,6.92,general
4yll,6.92,general
5ci7,6.92,general
1oeb,6.93,general
2weo,6.93,refined
3bh9,6.93,general
3svj,6.93,general
4e93,6.93,general
4y67,6.93,general
2z7h,6.94,general
3rwi,6.94,general
3svv,6.94,general
4f9w,6.94,core
4l34,6.94,general
4nru,6.94,general
4og7,6.94,general
4pkb,6.94,general
4rn4,6.94,refined
4w4v,6.94,general
4wk2,6.94,general
4xir,6.94,refined
1kmv,6.95,general
1tcx,6.95,refined
2hiz,6.95,general
2igy,6.95,general
3dct,6.95,general
3ho2,6.95,general
3luo,6.95,general
4i9r,6.95,general
4k9y,6.95,refined
4q4s,6.95,refined
4qir,6.95,general
4qw4,6.95,general
4wyo,6.95,general
5am4,6.95,general
1atr,6.96,refined
1bm2,6.96,general
1c5c,6.96,refined
1d3v,6.96,general
1ent,6.96,general
1gj8,6.96,refined
1gux,6.96,general
1gvw,6.96,refined
1juj,6.96,general
1mto,6.96,general
1n3w,6.96,general
1oyq,6.96,refined
1r58,6.96,general
1u0h,6.96,general
1x8j,6.96,refined
2anl,6.96,general
2cng,6.96,general
2e93,6.96,general
2ieh,6.96,general
2ojf,6.96,general
2xwd,6.96,general
3bjc,6.96,general
3cth,6.96,general
3exe,6.96,refined
3jzq,6.96,general
3lp0,6.96,general
3lq5,6.96,general
3p78,6.96,general
3pn1,6.96,refined
3qtf,6.96,general
3r5j,6.96,general
3tv4,6.96,general
4cg8,6.96,refined
4dai,6.96,general
4i54,6.96,refined
4jyb,6.96,refined
4loh,6.96,refined
4pzw,6.96,general
4rpn,6.96,refined
2k0g,6.97,general
3hy7,6.97,general
3r7q,6.97,general
3t84,6.97,refined
4li6,6.97,general
4nj9,6.97,refined
4xar,6.97,refined
1biw,6.98,general
1my4,6.98,refined
2fme,6.98,general
2w54,6.98,general
3hv8,6.98,refined
3t83,6.98,refined
4att,6.98,refined
4av0,6.98,general
4ckr,6.98,general
4oc4,6.98,general
5ajw,6.98,general
2iw8,6.99,general
2y6s,6.99,general
3l6f,6.99,general
3slz,6.99,refined
3t2v,6.99,general
4aza,6.99,general
4bcs,6.99,refined
4es0,6.99,general
4fai,6.99,refined
4fbe,6.99,general
4w4x,6.99,general
1ch8,7.0,refined
1fki,7.0,refined
1fpc,7.0,refined
1gj6,7.0,refined
1iep,7.0,general
1is0,7.0,general
1kc5,7.0,general
1kcs,7.0,general
1lf3,7.0,general
1m74,7.0,general
1oth,7.0,refined
1pqc,7.0,general
1tyr,7.0,general
1unh,7.0,general
1vru,7.0,general
1vyj,7.0,general
1yvf,7.0,general
1zls,7.0,general
1zlu,7.0,general
1zoh,7.0,refined
2a2g,7.0,general
2buc,7.0,general
2gm1,7.0,general
2gvd,7.0,general
2gyi,7.0,refined
2j7g,7.0,refined
2p0d,7.0,general
2qc6,7.0,general
2r3k,7.0,general
2r3l,7.0,general
2rjp,7.0,general
2veu,7.0,general
2wzf,7.0,refined
2z7i,7.0,general
2zu5,7.0,general
3bbb,7.0,refined
3db8,7.0,general
3di6,7.0,general
3drf,7.0,refined
3drg,7.0,refined
3dux,7.0,general
3fsm,7.0,general
3g15,7.0,general
3g2t,7.0,general
3hd3,7.0,general
3hzy,7.0,general
3kdm,7.0,refined
3kx1,7.0,general
3l38,7.0,general
3l4y,7.0,refined
3l8s,7.0,general
3m2u,7.0,general
3mb6,7.0,general
3mhm,7.0,refined
3pix,7.0,general
3poa,7.0,general
3qaq,7.0,general
3qj9,7.0,general
3ral,7.0,general
3rse,7.0,general
3t82,7.0,refined
3u9n,7.0,general
