pdbid,-logKd/Ki,set
1dfo,6.7,general
1eld,6.7,refined
1f3e,6.7,refined
1fo3,6.7,general
1gca,6.7,general
1hp0,6.7,general
1i7i,6.7,general
1jq3,6.7,general
1ke3,6.7,general
1kf6,6.7,general
1koj,6.7,refined
1lfo,6.7,general
1mwn,6.7,general
1nki,6.7,refined
1nms,6.7,general
1p10,6.7,general
1rdt,6.7,general
1rek,6.7,general
1unl,6.7,general
1xdd,6.7,general
1xr8,6.7,general
1z6q,6.7,general
2a5s,6.7,refined
2emt,6.7,general
2eum,6.7,general
2evl,6.7,refined
2fwy,6.7,general
2is0,6.7,general
2j2i,6.7,general
2kup,6.7,general
2lcs,6.7,general
2lkk,6.7,general
2ow0,6.7,general
2oxx,6.7,refined
2py4,6.7,refined
2va7,6.7,general
2x7d,6.7,general
2xx5,6.7,general
3c7n,6.7,general
3eko,6.7,refined
3hzk,6.7,refined
3ipb,6.7,general
3k3b,6.7,general
3mb7,6.7,general
3mhi,6.7,refined
3oyl,6.7,general
3pck,6.7,refined
3pgu,6.7,refined
3rk7,6.7,general
3sff,6.7,general
3t60,6.7,refined
3t64,6.7,refined
3upf,6.7,general
3zs0,6.7,general
4apr,6.7,general
4azy,6.7,general
4bo0,6.7,general
4ewn,6.7,refined
4f09,6.7,core
4fns,6.7,general
4hy0,6.7,general
4io2,6.7,refined
4jjs,6.7,general
4jyc,6.7,refined
4jz1,6.7,refined
4k4f,6.7,general
4lh5,6.7,general
4lkj,6.7,general
4m13,6.7,refined
4m14,6.7,refined
4m7b,6.7,general
4mex,6.7,general
4mue,6.7,general
4mw2,6.7,general
4o1l,6.7,general
4o2p,6.7,refined
4os2,6.7,general
4pyv,6.7,general
4qhc,6.7,general
4qta,6.7,general
4qtb,6.7,general
4tzm,6.7,general
4u5t,6.7,general
4uit,6.7,general
4uns,6.7,general
5ar4,6.7,general
5d75,6.7,general
5dhj,6.7,general
5f2s,6.7,general
5g17,6.7,refined
5g5v,6.7,refined
5i5x,6.7,general
5kcx,6.7,general
5l6j,6.7,general
5lc0,6.7,general
5mmn,6.7,general
5nvv,6.7,refined
5tgc,6.7,general
5v1d,6.7,general
5v84,6.7,general
5wys,6.7,general
5y0g,6.7,general
5yzd,6.7,general
6c8p,6.7,general
6ciy,6.7,general
6d28,6.7,general
6e4w,6.7,general
6ebe,6.7,refined
6eda,6.7,general
6f2n,6.7,general
6ftn,6.7,general
6fyi,6.7,general
6g5j,6.7,general
6nao,6.7,general
1w82,6.71,general
2f94,6.71,refined
4cd5,6.71,refined
4jrg,6.71,general
4og6,6.71,general
4pvy,6.71,refined
5kls,6.71,general
5odx,6.71,refined
5op4,6.71,refined
5tt3,6.71,refined
5u2f,6.71,general
5z89,6.71,general
6bvb,6.71,general
6ee2,6.71,general
6ghh,6.71,refined
6gi6,6.71,general
1n4m,6.72,general
1ov3,6.72,general
1rbp,6.72,refined
2f3f,6.72,general
2jdu,6.72,refined
2pjl,6.72,general
2rt5,6.72,general
2vpn,6.72,refined
2w3o,6.72,general
2x8i,6.72,general
2xc0,6.72,refined
2xne,6.72,general
2zz6,6.72,general
3aqt,6.72,refined
3bm9,6.72,general
3bxz,6.72,general
3diw,6.72,general
3fun,6.72,general
3g7l,6.72,general
3gst,6.72,refined
3kyr,6.72,general
3l4v,6.72,refined
3l4z,6.72,refined
4bb4,6.72,general
4djv,6.72,core
4dv9,6.72,general
4dvi,6.72,general
4flp,6.72,refined
4h58,6.72,general
4i73,6.72,general
4i74,6.72,refined
4lwc,6.72,general
4o0a,6.72,refined
4q4e,6.72,general
4raq,6.72,general
4uia,6.72,general
4xv9,6.72,general
5e1m,6.72,general
5fwg,6.72,general
5izk,6.72,general
5j1w,6.72,general
5ng9,6.72,general
5o58,6.72,refined
5tqe,6.72,general
5ulg,6.72,general
5v3y,6.72,general
5vb7,6.72,refined
5ya5,6.72,refined
6dge,6.72,general
6etj,6.72,general
6fo5,6.72,refined
6ht8,6.72,general
6hu1,6.72,general
1jld,6.73,general
1o6h,6.73,general
1wvj,6.73,refined
1x7q,6.73,general
2cma,6.73,general
2q8s,6.73,general
4a51,6.73,general
4kby,6.73,general
4mx0,6.73,general
4pum,6.73,refined
4r5b,6.73,refined
4w9h,6.73,core
5aly,6.73,general
5am6,6.73,refined
5gvm,6.73,general
5i8p,6.73,general
5ia0,6.73,refined
5js3,6.73,refined
1add,6.74,refined
1r5h,6.74,general
1tmb,6.74,general
1usi,6.74,refined
2azc,6.74,general
2p3d,6.74,general
2pax,6.74,general
2uzd,6.74,general
2vex,6.74,general
2vj9,6.74,general
2wxf,6.74,general
2x91,6.74,refined
2x9e,6.74,general
2zc9,6.74,refined
2zgx,6.74,refined
3anq,6.74,general
3dgo,6.74,refined
3fh8,6.74,general
3fzy,6.74,refined
3heg,6.74,general
3hng,6.74,general
3m67,6.74,refined
3mv5,6.74,general
3n6k,6.74,general
3oim,6.74,refined
3pdh,6.74,general
3pdq,6.74,general
3q6s,6.74,general
3r21,6.74,general
3s0n,6.74,general
3wav,6.74,general
3zm5,6.74,general
4bo6,6.74,general
4ca6,6.74,refined
4cy1,6.74,general
4ew3,6.74,refined
4f9y,6.74,refined
4hwr,6.74,general
4j0t,6.74,general
4lg6,6.74,general
4lxz,6.74,refined
4odn,6.74,general
4oyk,6.74,general
4p4e,6.74,general
4rxz,6.74,general
4wlb,6.74,general
4wmu,6.74,general
4ylk,6.74,general
4zpf,6.74,general
5fv7,6.74,general
5ih8,6.74,general
5j27,6.74,refined
5nk2,6.74,refined
5u7m,6.74,general
5uzk,6.74,general
5x73,6.74,general
5xsu,6.74,general
5yu9,6.74,general
5za9,6.74,refined
6bgv,6.74,general
6di1,6.74,general
6htz,6.74,general
1cx9,6.75,general
1h5u,6.75,general
3ekq,6.75,general
3ikd,6.75,refined
4ci2,6.75,general
4cwt,6.75,refined
6fa5,6.75,general
6faa,6.75,refined
6fac,6.75,general
1rw8,6.76,general
1w22,6.76,general
2on6,6.76,refined
3ard,6.76,general
4b4g,6.76,general
4dce,6.76,general
4fn5,6.76,general
4hlc,6.76,general
4jg0,6.76,general
4jzf,6.76,general
4pvx,6.76,refined
5jmw,6.76,general
5klt,6.76,general
5nr8,6.76,general
5q0u,6.76,general
5wa9,6.76,refined
6f9v,6.76,refined
1bkj,6.77,general
1bzh,6.77,general
1hk2,6.77,general
1mqd,6.77,general
1ms7,6.77,general
1o30,6.77,refined
1o3j,6.77,refined
1o3k,6.77,general
1om1,6.77,refined
1ony,6.77,refined
1qb1,6.77,refined
1y19,6.77,general
2c1a,6.77,general
2hyy,6.77,general
2jdt,6.77,general
2piz,6.77,general
2rvn,6.77,general
2vo7,6.77,general
2w10,6.77,general
2x2m,6.77,general
2xb9,6.77,general
3evf,6.77,general
3fas,6.77,refined
3fvn,6.77,refined
3gjt,6.77,general
3ine,6.77,general
3m40,6.77,refined
3zcz,6.77,general
4cwp,6.77,refined
4gj7,6.77,general
4hlm,6.77,general
4i10,6.77,general
4j8t,6.77,general
4loi,6.77,refined
4nzo,6.77,general
4p4f,6.77,general
4x48,6.77,refined
4x63,6.77,general
4zup,6.77,general
5ayt,6.77,refined
5c26,6.77,general
5ecv,6.77,general
5eue,6.77,general
5fh8,6.77,refined
5htb,6.77,general
5jrq,6.77,general
5khi,6.77,general
5mi5,6.77,general
5ngs,6.77,general
5nvw,6.77,refined
5nvz,6.77,general
5ugh,6.77,general
3fal,6.78,general
3gcu,6.78,refined
3kyf,6.78,general
3l9l,6.78,general
4hnp,6.78,general
4kqo,6.78,general
4ui5,6.78,general
4wy7,6.78,general
5ahu,6.78,general
5gvp,6.78,general
5mte,6.78,general
5uzj,6.78,general
5yh8,6.78,refined
5zaf,6.78,refined
6cho,6.78,general
2rcb,6.79,refined
3su0,6.79,refined
4i9s,6.79,general
4l31,6.79,general
4ogj,6.79,core
4wkv,6.79,general
4xnv,6.79,general
5dy5,6.79,general
5nrf,6.79,general
5uga,6.79,general
5ugb,6.79,general
5y94,6.79,refined
1bl6,6.8,general
1fl3,6.8,refined
1mkd,6.8,general
1nq7,6.8,refined
1okx,6.8,general
1p1n,6.8,core
1ttv,6.8,general
1ung,6.8,general
1y2e,6.8,general
2ai8,6.8,general
2i0v,6.8,general
2n3k,6.8,general
2xhm,6.8,refined
2xm8,6.8,general
2xnm,6.8,general
2xu3,6.8,general
3c4c,6.8,general
3c88,6.8,refined
3d94,6.8,general
3fui,6.8,general
3fv8,6.8,general
3fx6,6.8,refined
3ihz,6.8,general
3kc3,6.8,general
3mbp,6.8,general
3qcq,6.8,general
3qn7,6.8,general
3s2v,6.8,refined
3sdk,6.8,general
3t03,6.8,general
3uib,6.8,general
3uvk,6.8,general
3zke,6.8,general
3zrl,6.8,general
4aro,6.8,general
4er4,6.8,general
4g2f,6.8,general
4j0a,6.8,general
4l7f,6.8,general
4lkg,6.8,general
4qo9,6.8,general
4u0s,6.8,general
4wno,6.8,general
4xt9,6.8,general
4yoz,6.8,general
5a83,6.8,general
5acb,6.8,general
5c83,6.8,general
5elv,6.8,general
5fqt,6.8,general
5j8m,6.8,refined
5l72,6.8,general
5nk6,6.8,refined
5vlh,6.8,general
5wae,6.8,general
5y8c,6.8,general
6bsm,6.8,general
6cve,6.8,general
6ej4,6.8,general
6eo9,6.8,general
2f3e,6.81,general
2uwp,6.81,refined
3bc3,6.81,general
3mo0,6.81,general
4ci3,6.81,general
4eqf,6.81,general
4m48,6.81,general
5cnm,6.81,general
5etx,6.81,general
5vo2,6.81,general
5wlt,6.81,general
5zae,6.81,refined
1db5,6.82,general
1drk,6.82,refined
1fhd,6.82,refined
1fsy,6.82,general
1hgt,6.82,general
1jeu,6.82,refined
1k1n,6.82,refined
1lrh,6.82,refined
1n7t,6.82,general
1nnu,6.82,general
1o37,6.82,general
1o38,6.82,refined
1pmv,6.82,general
1s9t,6.82,general
1tr7,6.82,general
1uwf,6.82,refined
1xh7,6.82,general
2ath,6.82,general
2b1i,6.82,refined
2c94,6.82,refined
2d41,6.82,general
2etk,6.82,general
2etr,6.82,general
2g97,6.82,general
2jk9,6.82,general
2mwy,6.82,general
2oxd,6.82,refined
2pym,6.82,refined
2r9s,6.82,general
2rfh,6.82,refined
2v5a,6.82,general
2v8w,6.82,refined
2wk2,6.82,general
2xyd,6.82,refined
2y1d,6.82,general
2ydi,6.82,general
2zq0,6.82,refined
3cqu,6.82,general
3dnj,6.82,general
3dx2,6.82,core
3ipe,6.82,general
3kb3,6.82,general
3m3x,6.82,refined
3n5e,6.82,general
3ncg,6.82,general
3qbh,6.82,general
3s75,6.82,refined
3s9t,6.82,general
3t5i,6.82,general
3tdz,6.82,general
3ufl,6.82,general
3uix,6.82,general
3vf8,6.82,general
3wzp,6.82,general
4c8r,6.82,general
4cku,6.82,general
4gkc,6.82,general
4gy5,6.82,general
4h4d,6.82,general
4lm5,6.82,general
4n3r,6.82,general
4nue,6.82,refined
4oew,6.82,general
4ow0,6.82,general
4qy3,6.82,refined
4w9s,6.82,general
5aku,6.82,general
5dt2,6.82,general
5eud,6.82,general
5exw,6.82,refined
5he0,6.82,general
5htc,6.82,general
5hyq,6.82,general
5j75,6.82,general
5jc1,6.82,general
5kr8,6.82,general
5m34,6.82,general
5m6h,6.82,general
5nf5,6.82,general
5qc4,6.82,general
5tjx,6.82,general
5vcv,6.82,refined
5w8i,6.82,general
5w9g,6.82,general
5wev,6.82,general
5ylv,6.82,general
6apz,6.82,general
6bgy,6.82,general
1htf,6.83,general
1tze,6.83,general
2gnh,6.83,general
2xnb,6.83,core
3deh,6.83,general
3e6v,6.83,general
3kvx,6.83,general
3zo4,6.83,general
4bcq,6.83,general
4o91,6.83,general
4u91,6.83,general
1bhx,6.84,refined
1me4,6.84,general
2hxq,6.84,general
2y5g,6.84,refined
3du8,6.84,general
3ewj,6.84,refined
3lco,6.84,general
3qio,6.84,general
4kn1,6.84,refined
4l0s,6.84,general
4l32,6.84,general
4pul,6.84,general
5cep,6.84,refined
5cnj,6.84,general
5ezz,6.84,general
5mae,6.84,general
5mi3,6.84,general
5uis,6.84,general
6csr,6.84,refined
6fr0,6.84,general
6fyp,6.84,general
1bap,6.85,general
1ele,6.85,refined
1g30,6.85,refined
1h3b,6.85,general
1lkk,6.85,refined
1os5,6.85,refined
1q72,6.85,refined
1qyg,6.85,refined
1rv1,6.85,general
1sqc,6.85,general
1tvo,6.85,general
1xk9,6.85,refined
1xt8,6.85,refined
1yw2,6.85,general
2axi,6.85,general
2cbr,6.85,general
2fjm,6.85,general
2iw6,6.85,general
2vgp,6.85,general
2vto,6.85,general
2vtq,6.85,general
2yc3,6.85,general
3emh,6.85,general
3f5p,6.85,general
3g42,6.85,general
3h3c,6.85,general
3iet,6.85,general
3n76,6.85,core
3pn4,6.85,refined
3pz3,6.85,general
3qo2,6.85,general
3rul,6.85,general
3s8o,6.85,refined
3voz,6.85,general
3wcg,6.85,general
4b8p,6.85,general
4d85,6.85,general
4g16,6.85,general
4gye,6.85,general
4hki,6.85,general
4k3h,6.85,refined
4nzm,6.85,general
4ool,6.85,general
4qtn,6.85,general
4tkg,6.85,general
4w9q,6.85,general
4x9w,6.85,general
4ybm,6.85,general
5d7c,6.85,general
5div,6.85,general
5f1v,6.85,refined
5g1c,6.85,general
5ie1,6.85,refined
5j64,6.85,refined
5teg,6.85,general
5tz3,6.85,general
6d5e,6.85,refined
6eox,6.85,general
6fnj,6.85,refined
6fqo,6.85,general
6iiv,6.85,general
2vd1,6.86,general
3aid,6.86,refined
3pyy,6.86,core
5dx4,6.86,refined
5f3e,6.86,general
5fh7,6.86,refined
5mzg,6.86,general
5y3o,6.86,general
6ee3,6.86,general
1cgl,6.87,refined
2zcr,6.87,core
3c94,6.87,general
3mo5,6.87,general
3qin,6.87,general
3tmk,6.87,refined
4mhz,6.87,refined
4re4,6.87,refined
4rvr,6.87,refined
4x1s,6.87,general
5j0d,6.87,refined
5nih,6.87,refined
5vr8,6.87,refined
6cis,6.87,general
6gl9,6.87,refined
1i3z,6.88,general
1xka,6.88,refined
2c6n,6.88,general
3oe5,6.88,core
3u3u,6.88,general
4bco,6.88,refined
4j4n,6.88,general
4k43,6.88,general
4n4s,6.88,general
4ui3,6.88,general
4uvc,6.88,general
4wvl,6.88,general
5tci,6.88,general
5xgl,6.88,general
5z99,6.88,refined
6el5,6.88,refined
1b3f,6.89,refined
1fh8,6.89,refined
1jev,6.89,refined
1qhr,6.89,general
1sb1,6.89,refined
1uz1,6.89,refined
1v0p,6.89,general
1vr1,6.89,general
1wqv,6.89,general
2bfq,6.89,refined
2dri,6.89,refined
2e92,6.89,refined
2f34,6.89,refined
2gvz,6.89,general
2iu0,6.89,general
2jnp,6.89,general
2r3w,6.89,refined
2vk2,6.89,refined
2wks,6.89,general
2x38,6.89,general
2xu5,6.89,general
2y57,6.89,general
2yiu,6.89,general
2ym7,6.89,general
2yol,6.89,general
3f0r,6.89,general
3fvg,6.89,general
3fxz,6.89,general
3hu1,6.89,general
3hu3,6.89,refined
3jya,6.89,core
3kvw,6.89,general
3l4x,6.89,refined
3ljt,6.89,general
3psl,6.89,general
3py0,6.89,general
3py1,6.89,general
3qip,6.89,general
3r4n,6.89,refined
3rak,6.89,general
3tib,6.89,general
3vsw,6.89,general
3zrk,6.89,general
3zrm,6.89,general
4al4,6.89,general
4awk,6.89,general
4bo4,6.89,general
4dvf,6.89,general
4g4p,6.89,refined
4hn2,6.89,general
4ks5,6.89,general
4o76,6.89,general
4op1,6.89,general
4x8v,6.89,refined
4yik,6.89,general
4yw7,6.89,general
4zuq,6.89,general
5ee8,6.89,general
5ewj,6.89,general
5f67,6.89,general
5h4j,6.89,general
5he2,6.89,general
5hfu,6.89,general
5j5r,6.89,general
5jic,6.89,general
5kj0,6.89,general
5l2m,6.89,general
5x9p,6.89,general
5yg2,6.89,general
6glb,6.89,refined
1k1l,6.9,refined
2hwo,6.9,general
2p3g,6.9,general
2w6n,6.9,general
3a2c,6.9,general
3cow,6.9,refined
3dy6,6.9,general
3gbb,6.9,core
3qo3,6.9,general
3uyr,6.9,refined
4fz6,6.9,general
4j4o,6.9,general
4rh5,6.9,general
4vgc,6.9,general
4zzx,6.9,refined
5f3g,6.9,general
5w6i,6.9,general
6q73,6.9,general
2hha,6.91,general
2ito,6.91,general
3evc,6.91,general
3evd,6.91,refined
3kbz,6.91,general
3wde,6.91,general
4bcm,6.91,refined
4jx7,6.91,general
5can,6.91,general
5cqt,6.91,refined
5nra,6.91,general
5tq6,6.91,general
6hu0,6.91,general
1a37,6.92,general
1a9m,6.92,refined
1b39,6.92,general
1d4w,6.92,general
1jbd,6.92,general
1k6v,6.92,refined
1m9n,6.92,general
1o2j,6.92,refined
1o2k,6.92,general
1o4a,6.92,general
1ph0,6.92,general
1pkx,6.92,refined
1swr,6.92,refined
1vj5,6.92,general
2a3x,6.92,general
2d3u,6.92,refined
2foy,6.92,general
2g78,6.92,general
2g79,6.92,general
2o9j,6.92,general
2oa0,6.92,general
2uy0,6.92,refined
2uzb,6.92,general
2xcn,6.92,general
3bl0,6.92,refined
3bu8,6.92,general
3ccn,6.92,general
3cwe,6.92,general
3e7o,6.92,general
3ej1,6.92,general
3ipx,6.92,general
3jpv,6.92,general
3kl8,6.92,general
3lir,6.92,refined
3lok,6.92,general
3lp1,6.92,general
3lpj,6.92,general
3r04,6.92,general
3r0i,6.92,general
3r1v,6.92,refined
3rz9,6.92,general
3u6w,6.92,general
3uex,6.92,core
3wdz,6.92,general
3wfg,6.92,general
3wto,6.92,refined
4bfy,6.92,general
4bo8,6.92,general
4gsy,6.92,general
4i47,6.92,general
4imz,6.92,general
4jg7,6.92,general
4k10,6.92,general
4na4,6.92,general
4pgd,6.92,general
4po0,6.92,general
4pz5,6.92,general
4qtl,6.92,refined
4tn2,6.92,general
4u0e,6.92,general
4wm9,6.92,general
4wwp,6.92,general
4yll,6.92,general
5ci7,6.92,general
5d45,6.92,refined
5f2f,6.92,general
5i58,6.92,general
5jbi,6.92,general
5kkr,6.92,general
5km5,6.92,general
5lz9,6.92,general
5m3b,6.92,general
5q1e,6.92,general
6bsk,6.92,general
6d5h,6.92,refined
1oeb,6.93,general
2weo,6.93,refined
3bh9,6.93,general
3svj,6.93,general
4e93,6.93,general
4y67,6.93,general
2z7h,6.94,general
3rwi,6.94,general
3svv,6.94,general
4f9w,6.94,core
4l34,6.94,general
4nru,6.94,general
4og7,6.94,general
4pkb,6.94,general
4rn4,6.94,refined
4w4v,6.94,general
4wk2,6.94,general
4xir,6.94,refined
5knj,6.94,general
5yjy,6.94,general
6hsz,6.94,general
1kmv,6.95,general
1tcx,6.95,refined
2hiz,6.95,general
2igy,6.95,general
3dct,6.95,general
3ho2,6.95,general
3luo,6.95,general
4i9r,6.95,general
4k9y,6.95,refined
4odl,6.95,general
4q4s,6.95,refined
4qir,6.95,general
4qw4,6.95,general
4wyo,6.95,general
5am4,6.95,general
5h0g,6.95,general
5i59,6.95,general
6b1c,6.95,general
1atr,6.96,refined
1bm2,6.96,general
1c5c,6.96,refined
1d3v,6.96,general
1ent,6.96,general
1gj8,6.96,general
1gux,6.96,general
1gvw,6.96,refined
1juj,6.96,general
1mto,6.96,general
1n3w,6.96,general
1oyq,6.96,refined
1r58,6.96,general
1u0h,6.96,general
1x8j,6.96,refined
2anl,6.96,general
2cng,6.96,general
2e93,6.96,general
2ieh,6.96,general
2ojf,6.96,general
2xwd,6.96,general
3bjc,6.96,general
3cth,6.96,general
3exe,6.96,refined
3jzq,6.96,general
3lp0,6.96,general
3lq5,6.96,general
3p78,6.96,general
3pn1,6.96,refined
3qtf,6.96,general
3r5j,6.96,general
3tv4,6.96,general
4cg8,6.96,refined
4dai,6.96,general
4i54,6.96,refined
4jyb,6.96,refined
4loh,6.96,refined
4pzw,6.96,general
4rpn,6.96,refined
5cst,6.96,refined
5fat,6.96,general
5gso,6.96,general
5i8b,6.96,general
5icx,6.96,general
5j5t,6.96,general
5j71,6.96,general
5l13,6.96,general
5lh4,6.96,general
5m63,6.96,general
5mhq,6.96,general
5ncq,6.96,general
5qcm,6.96,general
5t31,6.96,general
5v35,6.96,general
5wdj,6.96,general
5yfz,6.96,general
6apv,6.96,general
6bl1,6.96,general
6bnl,6.96,general
6ft9,6.96,general
2k0g,6.97,general
3hy7,6.97,general
3r7q,6.97,general
3t84,6.97,refined
4li6,6.97,general
4nj9,6.97,refined
4xar,6.97,refined
5ul5,6.97,general
5umy,6.97,refined
5usz,6.97,general
5zag,6.97,refined
6c5t,6.97,general
1biw,6.98,general
1my4,6.98,refined
2fme,6.98,general
2w54,6.98,general
3hv8,6.98,refined
3t83,6.98,refined
4att,6.98,refined
4av0,6.98,general
4ckr,6.98,general
4oc4,6.98,general
5ajw,6.98,general
5j3v,6.98,general
5vgi,6.98,general
5vs6,6.98,general
6eif,6.98,refined
2iw8,6.99,general
2y6s,6.99,general
3l6f,6.99,general
3slz,6.99,refined
3t2v,6.99,general
4aza,6.99,general
4bcs,6.99,refined
4es0,6.99,general
4fai,6.99,refined
4fbe,6.99,general
4w4x,6.99,general
5xpn,6.99,general
6b3e,6.99,general
6bnk,6.99,general
1ch8,7.0,general
1fki,7.0,refined
1fpc,7.0,refined
1gj6,7.0,refined
1iep,7.0,general
1is0,7.0,general
1kc5,7.0,general
1kcs,7.0,general
1lf3,7.0,general
1m74,7.0,general
1oth,7.0,general
1pqc,7.0,general
1tyr,7.0,general
1unh,7.0,general
1vru,7.0,general
1vyj,7.0,general
1yvf,7.0,general
1zoh,7.0,refined
2a2g,7.0,general
2buc,7.0,general
2gm1,7.0,general
2gvd,7.0,general
2gyi,7.0,refined
2j7g,7.0,refined
2p0d,7.0,general
2qc6,7.0,general
2r3k,7.0,general
2r3l,7.0,general
2rjp,7.0,general
2veu,7.0,general
2wzf,7.0,refined
2z7i,7.0,general
2zu5,7.0,general
3bbb,7.0,refined
3db8,7.0,general
3di6,7.0,general
3drf,7.0,refined
3drg,7.0,refined
3dux,7.0,general
3fsm,7.0,general
3g15,7.0,general
3g2t,7.0,general
3hd3,7.0,general
3hzy,7.0,general
3kdm,7.0,refined
3kx1,7.0,general
3l38,7.0,general
3l4y,7.0,refined
3l8s,7.0,general
3m2u,7.0,general
3mb6,7.0,general
3mhm,7.0,refined
3pix,7.0,general
3poa,7.0,general
3qaq,7.0,general
3qj9,7.0,general
3ral,7.0,general
3rse,7.0,general
3t82,7.0,refined
3u9n,7.0,general
3uvo,7.0,general
3wtm,7.0,refined
3wzn,7.0,refined
3zya,7.0,general
3zyu,7.0,refined
4a7j,7.0,general
4ayr,7.0,general
4b6o,7.0,refined
4bo7,7.0,general
4bxu,7.0,general
4dew,7.0,refined
4fcq,7.0,refined
4fhi,7.0,general
4gs8,7.0,general
4i7d,7.0,general
4i7f,7.0,general
4idt,7.0,general
4kom,7.0,general
4ncm,7.0,general
4oel,7.0,general
4r3c,7.0,general
4rfy,7.0,general
4riv,7.0,refined
4tsz,7.0,general
4uco,7.0,general
4wq3,7.0,general
4x0f,7.0,general
4ybt,7.0,general
4ymj,7.0,general
4yve,7.0,general
4zlz,7.0,general
4zz0,7.0,general
5boj,7.0,refined
5d47,7.0,refined
5edb,7.0,refined
5ei6,7.0,general
5fl4,7.0,refined
5g22,7.0,general
5g2b,7.0,refined
5gvk,7.0,general
5jyp,7.0,general
5kbq,7.0,general
5l8c,7.0,refined
5l9i,7.0,refined
5mev,7.0,general
5mwy,7.0,refined
5sz6,7.0,refined
5usq,7.0,general
5wg4,7.0,general
5wzu,7.0,general
6afl,7.0,general
6ct7,7.0,general
6d59,7.0,general
6eo8,7.0,general
6hdq,7.0,general
6msy,7.0,refined
6mub,7.0,refined
1u32,7.01,general
1x8b,7.01,general
2b8v,7.01,general
2zmd,7.01,general
3atw,7.01,general
3eou,7.01,general
3nht,7.01,refined
4d8e,7.01,general
4mq2,7.01,general
4ux4,7.01,general
5byy,7.01,general
5d29,7.01,general
6fs1,7.01,refined
6hti,7.01,general
1ypj,7.02,refined
2b55,7.02,general
2btr,7.02,general
2vwl,7.02,refined
2yj9,7.02,general
2yjb,7.02,general
3cdb,7.02,refined
3hv5,7.02,general
3igp,7.02,refined
3n4b,7.02,refined
3nzc,7.02,general
3pbb,7.02,refined
3r92,7.02,general
3w0l,7.02,general
4bfd,7.02,general
4dum,7.02,general
4mw9,7.02,general
5bns,7.02,general
5f4r,7.02,general
5f4u,7.02,general
1b1h,7.03,refined
1wtg,7.03,general
2vwm,7.03,refined
3dsu,7.03,general
3eyf,7.03,general
3fxv,7.03,general
3gnv,7.03,general
3hyg,7.03,general
3ohf,7.03,general
4ajo,7.03,general
4av4,7.03,refined
4fxz,7.03,general
4jpc,7.03,general
4ql1,7.03,refined
4rj3,7.03,general
5ai5,7.03,general
5ap3,7.03,general
5epl,7.03,refined
5g2n,7.03,general
5hz9,7.03,refined
5vsf,7.03,refined
6b2c,7.03,general
6hsk,7.03,general
1gnj,7.04,general
1nyx,7.04,general
2aov,7.04,general
2wti,7.04,general
3bgp,7.04,general
3mtw,7.04,general
3oqf,7.04,general
3r91,7.04,general
3shy,7.04,general
3t0t,7.04,general
3vfj,7.04,general
3wi2,7.04,general
3ws9,7.04,general
3wtl,7.04,refined
3wtn,7.04,refined
4lnw,7.04,general
4n6y,7.04,general
4p6x,7.04,refined
4tpt,7.04,general
4yxo,7.04,general
5ddc,7.04,general
5lgp,7.04,general
5q13,7.04,general
6ezh,7.04,general
1b5i,7.05,refined
1ci7,7.05,general
1g7p,7.05,general
1nox,7.05,general
1xug,7.05,refined
2bq7,7.05,refined
2bub,7.05,general
2fts,7.05,general
2g1y,7.05,general
2h03,7.05,general
2jxr,7.05,refined
2vwy,7.05,general
2wer,7.05,core
2wxo,7.05,general
3ahn,7.05,refined
3aho,7.05,refined
3i4y,7.05,refined
3q4k,7.05,general
3s0d,7.05,refined
3sfh,7.05,general
3v7s,7.05,general
3wch,7.05,general
3zhz,7.05,general
4bhi,7.05,general
4e3h,7.05,general
4eny,7.05,general
4gjc,7.05,general
4h3j,7.05,refined
4hg7,7.05,general
4j1p,7.05,general
4mwy,7.05,general
4qzs,7.05,general
4zsh,7.05,general
5bui,7.05,general
5fd2,7.05,general
5gvn,7.05,general
5lgq,7.05,general
5lli,7.05,refined
5m5q,7.05,general
5nvx,7.05,refined
5ux4,7.05,general
6c0s,7.05,refined
6f5h,7.05,general
6h41,7.05,general
6i3s,7.05,general
1bwn,7.06,general
1ui0,7.06,refined
2duv,7.06,general
2eep,7.06,general
2q8g,7.06,general
2zsc,7.06,general
3fh5,7.06,general
3k3h,7.06,general
3po6,7.06,refined
3s3n,7.06,general
4cwq,7.06,refined
4dxg,7.06,general
4erz,7.06,general
4j3e,7.06,general
4lxm,7.06,general
4mro,7.06,general
4ui6,7.06,general
4zzz,7.06,refined
5a6h,7.06,general
5e2r,7.06,refined
5ezx,7.06,general
5lgs,7.06,general
5ur6,7.06,general
5uxf,7.06,refined
5zc5,7.06,refined
1ydd,7.07,refined
1zsh,7.07,general
2aei,7.07,general
2ate,7.07,general
2f9k,7.07,refined
2oc4,7.07,general
2oji,7.07,general
2wd3,7.07,general
3cl0,7.07,refined
3ryv,7.07,refined
3u7k,7.07,general
4aom,7.07,general
4bb2,7.07,general
4ju3,7.07,general
4jve,7.07,general
4nud,7.07,general
4oc5,7.07,refined
4oc6,7.07,general
4po7,7.07,general
4qew,7.07,refined
4qkx,7.07,general
4qmw,7.07,general
4wmy,7.07,general
4xiq,7.07,refined
5ak5,7.07,general
5akl,7.07,general
5alh,7.07,general
5ali,7.07,general
5alp,7.07,general
5alr,7.07,general
5f5z,7.07,refined
5gs4,7.07,general
5hva,7.07,refined
5hz5,7.07,refined
5mpn,7.07,refined
1ga9,7.08,general
